HINDI 	MARATHI 	SCORE
गलने	वितळल्यामुळे	0.956299
भरी	भरलेली	0.956241
चलती	चालते.	0.956186
दिखें	दिसत	0.956149
मिला	मिळाले	0.956002
सताने	सतावू	0.956001
होने	होण्याचा	0.955756
करती	क्ररणार्‍या	0.955615
टिके	आहे	0.955159
सहायता	असणारी	0.954759
पड़ने	पडायची	0.954634
बनवाए	बनवले	0.954337
पहुँचने	पोहचू	0.954276
की	केलेल्या	0.953955
हटाने	हटवण्याचे	0.9539
टिकते	टिकतात	0.953708
होती	असते	0.953411
आवश्यकता	असतात	0.953344
बना	बनवल्या	0.953286
मिली	मिळाली	0.953212
रहें	राहावे	0.953022
चलते	चालत	0.952953
दिखाती	दाखवते	0.952834
होने	होण्याची	0.952554
लगता	पसरल्यासारखा	0.952527
लाने	आणण्याबद्दल	0.952029
मढ़े	मढवलेला	0.951988
जानकारी	द्या.	0.951933
जानकर	जाणून	0.95192
करवाएँगे	करवतील	0.951889
होते	पाहण्याच्या	0.951775
खेलने	खेळणार्‍या	0.951092
निकले	निघालो	0.950977
बनाया	बांधलेला	0.950837
बना	बनलेले	0.950413
बनवायी	बनवलेली	0.950326
खोल	करण्यात	0.950256
उतरी	उतरणारे	0.950161
बनवाई	बनवले	0.950022
बनाया	बांधलेले	0.949973
है	होणे	0.949877
बनाया	बनलेले	0.949802
है	आहेत.	0.949793
काटी	काढलेल्या	0.94976
जूझ	झगडत	0.949557
भरा	भरलेले	0.949107
देखता	देतो	0.948979
हैं	पाहण्याच्या	0.948919
बनी	बनवलेली	0.948831
जा	जाता	0.948668
दर्शाता	दर्शवत	0.948585
कार्य	केले	0.948402
बने	बांधलेले	0.948401
करने	वाढविणारी	0.948274
खोलने	करण्यात	0.948244
बनाई	बांधलेल्या	0.948118
निकलें	निघालात	0.948024
चल	झाली	0.947985
चढ़	चढलो	0.947709
बने	बांधलेली	0.94745
दिखाई	दिसतो	0.947254
चढ़ते-चढ़ते	चढता	0.947195
बने	बनवलेली	0.94682
देने	देणारे	0.946282
लदे	लगडलेल्या	0.946232
होगा	होणार	0.94604
जलती	जळणारे	0.945813
दिखने	दिसणारे	0.945697
टिके	टिकून	0.945519
मारता	मारतो	0.945452
शुरू	झाल्यानंतर	0.945352
बनी	बनवलेले	0.945252
किया	केलेले	0.94461
बनवाया	बनवले	0.944516
हैं	होण्याच्या	0.944461
डालने	टाकल्यावर	0.944092
आता	येतो	0.944025
फैली	पसरले	0.943888
भरे	भरलेले	0.943782
कार्य	करणे	0.943673
प्रदान	पुरवू	0.943616
दिखायी	दिसतो	0.943593
निकलती	निघतो	0.943398
जाएँ	जावे	0.94334
करनी	करायचा	0.943172
होता	असायचा	0.943105
रहे	राहिलो	0.942946
बने	बनवलेले	0.942816
बनाए	बांधलेले	0.942783
चरते	चरताना	0.942741
देते	आहेत	0.942571
देने	धरणे	0.942371
लगे	लागले	0.94224
दिखता	दिसते	0.941829
आते	येऊन	0.941109
सेवाएँ	आहेत	0.9411
गिनी	गणली	0.941031
घटता	होत	0.940983
जमती	जमतात	0.94041
सीखने	शिकण्याचा	0.940171
बनाए	बांधलेली	0.939864
होने	होण्यास	0.93974
बने	बनवल्या	0.939379
जाएँ	जाताना	0.939257
किये	केली	0.939139
परिचय	करायची	0.93913
होता	असतात	0.938812
होकर	आहे	0.938379
लेकर	वाजल्यापासून	0.938342
निबटने	काढण्यासाठी	0.938309
हो	होऊ	0.938035
बैठे	बसलेले	0.937651
आ	पावण्याच्या	0.937455
बना	बनलेला	0.937248
आने	आहेत	0.93698
देन	आहे	0.936857
आ	येत	0.936843
हो	होऊन	0.936652
हो	होत	0.936068
है	नटलेला	0.936035
पाल	पाळला	0.93561
मिला	मिळालेले	0.935551
है	घेतले	0.935504
दिखता	दिसतो	0.935251
गा	गात	0.934993
दिखाई	दिसणे	0.934973
ढोने	वाहून	0.934916
चढ़ना	चढायचे	0.93457
आते	होण्यासाठी	0.934215
बना	येत	0.934191
तैरते	तरंगणारे	0.933719
बनाए	बनवल्या	0.933497
की	केलेली	0.93349
निकले	निघाला	0.933358
आने	बनाना	0.933313
गठन	होऊन	0.933293
उठते	उठतात	0.932277
लड़ते	लढत	0.932066
बना	बनलेल्या	0.932028
जमाए	जमवून	0.931691
बनवाया	बनवलेले	0.931414
फैले	पसरली	0.93129
बने	बांधल्या	0.93126
बहने	येते	0.931169
मिलते	मारतात	0.930823
बने	बांधण्यात	0.930541
आ	येतो	0.930288
शुरु	आहे	0.930119
रहेगा	राहतील	0.929906
खाए	खाल्ले	0.929761
आते	जाऊन	0.929419
स्थित	निर्मिलेले	0.929404
फैल	पसरली	0.928742
होती	उघडण्याची	0.928698
चलने	चालण्याचा	0.928678
पीने	पिण्याच्या	0.928592
मिला	मिळाला	0.927338
होती	येतात	0.927301
बनने	बनल्या	0.927266
मिल	मिळाली	0.926894
अपनाने	करताना	0.926588
रहने	राहणारे	0.926476
होती	असते.	0.926429
बनी	बांधलेली	0.926298
होती	हो	0.925883
बनाया	बांधला	0.925772
होकर	येऊ	0.925673
कहा	केला	0.925303
बने	आहेत	0.925142
देखने	झालेली	0.924929
पाबंदी	असलेल्या	0.924481
किया	आहे	0.924409
है	आहेतच	0.924201
होने	झालेला	0.923778
आकर	आहे	0.923678
लग	राहण्याला	0.923581
आता	असणारे	0.923167
बनाई	बनवल्या	0.923123
देखने	आहेत	0.922858
कमाया	कमवले	0.922752
