HINDI 	MARATHI 	SCORE
कवियित्री	"कवियित्री	0.983601
शहरों	शहरांतून	0.983601
हिसाब	कार्यक्रम	0.98359
आकृतियाँ	आकृत्या	0.983586
बेदनी	बुग्याल	0.983579
वास्तव	वास्तवात	0.983578
दिन	दिवसही	0.983555
बतखों	बदकांची	0.983545
शांति	शांतीचा	0.983545
इलेक्‍ट्रॉनिक्स	इलेक्ट्रॉनिक्स	0.983536
दुकान	दुकानात	0.983519
ज्योतियाँ	ज्योती	0.983515
दाँत	दांत	0.983514
दृष्‍टि	दृष्‍टिने	0.983509
दृष्‍टि	दृष्टीने	0.983508
दृष्‍टि	दृष्‍टीने	0.983508
खानों	खाणीतील	0.983504
पाइन	पाइनचे	0.9835
मिनटों	मिनटांचा	0.983473
दुख	दुःख	0.983465
नाटक	नंतरच्या	0.983463
कोनों	कोणांसहित	0.983447
पर्वतमालाओं	पर्वतमालांनी	0.983446
स्थिति	परिस्थितीला	0.983439
पर्वतों	पर्वतांनी	0.983428
शिवलिंग	शिवलिंगावर	0.983426
ग्लेशियर	ग्लेशियरवरुन	0.983418
ऑर्किड	’ऑर्किड’	0.983413
कौतूहल	कुतूहल	0.9834
होटल	हॉटेल	0.983392
राज्य	राज्ये	0.983378
कम	कमीत	0.983368
हवेलियों	हवेल्यां	0.983367
वर्ष	वर्षात	0.983352
रेस्टोरैंट	उपहारगृहे	0.98335
मानव	माणुस	0.983313
तोप	तोफेस	0.983303
बीच	बीचच्या	0.983297
मंदिर	मंदीर	0.983295
नदी	नदीवर	0.983294
नतीजे	निर्णय	0.983277
सहायता	साहाय्याने	0.983273
चर्च	चर्चच्या	0.983273
होटलों	आलीशान	0.983258
पानी	पाणी	0.983248
प्याला	पेलाभर	0.983244
गाँव	गाव	0.983223
पर्यटकों	प्रदेश	0.983204
प्रदेश	प्रदेशला	0.983203
घाटी	घाटीचे	0.983201
हिरण	हरिण	0.983199
होलिडे	हॉलिडे	0.983198
संस्कृति	संस्कृतिला	0.983197
वर्ष	वर्षाचे	0.983192
व्यक्‍ति	व्यक्ती	0.983189
व्यक्‍ति	व्यक्‍ती	0.983189
जाने	दिवस	0.983177
उपकरण	उपकरणे	0.983176
साबुन	साबण	0.983173
कि.मी.	कि	0.983172
फूलों	फूले	0.983167
मजदूर	मे	0.983163
वर्ष	वर्षाचा	0.98316
मैदान	मैदानावर	0.983155
जंगल	जंगलानी	0.983155
गाँव	गा्वे	0.983154
गाँव	गावे	0.983154
कालांतर	काळाच्या	0.983153
किनारे	किनार्‍या	0.98314
जहाज	जहाजात	0.983135
पर्यटकों	पर्यटकांचा	0.98313
पडन्ना	पर्यटनाचा	0.983126
स्थल	सारे	0.983108
वनस्पति	वनस्पती	0.983105
मेला	मेळा	0.983088
हैरिटेज	हेरिटेज	0.983074
सुंदरता	सौंदर्यात	0.983046
जिलों	जिल्ह्यांचे	0.983038
नाम	नावाने	0.983031
जंगलों	लागून	0.983026
पूर्व	पूर्वेला	0.983022
प्रकार	प्राणी	0.983014
पब	पबमध्ये	0.983002
कारणवश	कारणाने	0.982992
नदी	नद्यांचे	0.982983
मुख	गोमुखाच्या	0.982974
नाईलोन	नायलॉनचे	0.982964
आवश्यकतानुसार	आवश्यकतेनुसार	0.982948
मजदूर	मजुर	0.982939
सुरक्षा	सुरक्षेच्या	0.982938
तैयारी	तयारी	0.982932
गाँव	गावा’	0.982928
मनी	मणी	0.98292
शहरों	शहरांशी	0.982913
कपड़ा	कपडे	0.982897
व्यक्ति	व्यक्तीची	0.982885
क्वालिटी	"क्वालिटी	0.982884
मनुष्यों	मनुष्यांचा	0.982883
दल	दलाच्या	0.982882
मिनट	मिनटाच्या	0.98288
एयर	एअर	0.982871
होटल	हॉटेलवर	0.98287
यात्रा	यात्रेत	0.982867
मिनट	मिनिटाच्या	0.982858
घाटी	घाटाचे	0.982846
फुट	फूटावर	0.98284
पैंट	पॅंटही	0.982836
सहयक	सहाय्यक	0.982815
स्नान	गंगास्नानानंतर	0.982812
शब्दों	शब्दात	0.982811
खच्चर	खेचर	0.982804
नलों	नळांमध्ये	0.982783
लिंग	लिंगासमोर	0.982773
साधु-सन्यासी	साधू-संन्याशाला	0.982764
प्रखंड	प्रखंडच्या	0.982762
इमारतें	इमारतीं	0.982757
तरह	तर्‍हेच्या	0.982751
फूल	फुले	0.982751
चढ़ाई	चढण	0.982745
परिसर	फरशी	0.982738
प्रक्रिया	प्रक्रियेने	0.98272
तरह	तर्‍हेची	0.982719
पर्यटकों	परदेशी	0.982716
उद्यानों	उद्यानांत	0.982689
दिव्य	देसम्‌	0.982678
तरह	तर्‍हे-तर्‍हेची	0.982664
रिजॉर्ट	रिसॉर्ट	0.982662
स्नान	स्नानयात्रा	0.982653
वर्षों	वर्षांपूर्वी	0.98265
दिन	दिवशी	0.982646
शताब्दी	५९६	0.982624
बकरियों	बकर्‍यांचो	0.982608
घाटी	घाटीच्या	0.982601
राज्य	हिरव्यागार	0.982592
विवाह	विवाहानंतर	0.982583
मूर्ति	मूर्ती	0.982572
नेशनल	उद्यानाच्या	0.982545
स्कायर्ज	स्कायर्जना	0.982526
रक्‍त	रक्तवहन	0.982513
मानसून	मान्सून	0.982507
दिरहम	दिरहमचा	0.982506
प्रकार	प्रकारचा	0.982499
पर्वतों	पर्वतांचे	0.982487
मंदिर	मंदिराजवळ	0.982487
मन्दिर	मंदिराजवळ	0.982487
बर्फ़	बर्फावर	0.982456
मील	मैलभर	0.982448
चोट	जखम	0.982446
कैपिटल	कॅपिटल	0.982434
वर्ष	राज्य	0.982434
प्रेम	प्रेमाने	0.98242
सिक्योरिटी	सुरक्षितता	0.982408
बसें	बसेस	0.982403
नाव	नावेतील	0.982401
एवालांश	एवलांश	0.982385
मंदिर	मंदिरं	0.982371
वार	”वॉर	0.982365
वार	वॉर	0.982365
नारियल	नारळही	0.982354
कल	काल	0.982352
सपना	स्वप्न	0.982343
सड़क	सडक	0.982313
कैफे	कॅफे	0.9823
नवविवाहितों	नवविवाहितांची	0.98229
तरह	तर्‍हेचे	0.98229
ईस्वी	इस	0.982287
नजारा	नजाराही	0.982286
मुनि	मुनी	0.982284
टाँके	टाकीच्या	0.982244
नाम	नद्यंचा	0.982238
सौंदर्यबोध	सौंदर्याचे	0.982231
मुखोटे	मुखवटे	0.982228
स्काईवॉक	स्कायवॉक	0.982226
कलाओं	कलांचा	0.982199
सीमा	सीमेवर	0.982192
नाम	नावाचा	0.982188
जंजीर	गज	0.982184
पर्वतों	पर्वताच्या	0.982175
वर्ष	वर्षे	0.982174
प्रधानमंत्री	स्वतंत्र	0.98217
ईसवी	इ.स	0.982163
आयोजन	आयोजनाच्या	0.982158
पक्षी	पक्ष्याचे	0.98215
स्थान	पाहण्यासारखी	0.982146
चित्रों	चित्रांचा	0.982136
बकरियाँ	बकर्‍या	0.982132
जंगल	जंगलातील	0.982131
जहाजों	जहाजांवर	0.982127
गेहूँ	गहू	0.982122
मंदिर	माता	0.982099
जंगलों	जंगलात	0.982084
पोंगल	पोंगलला	0.982055
दोनों	दोन्ही	0.982043
मिनट	मिनटात	0.98203
आरोही	आरोहक	0.982028
टैक्सियाँ	टॅक्सीच	0.982012
बसों	बसेस	0.982007
ताँबा	तांबे	0.982004
जाति	जात	0.982
राज्य	राज्याचे	0.98199
साँपों	सापांचे	0.981971
बोर्ड	बोर्डाच्या	0.981966
बागों	बागेत	0.981961
मजेदार	मौजेची	0.981956
पर्यटन	पर्यटनविषयक	0.98195
हाथों	हातांची	0.981945
संक्रांति	संक्रांत	0.981928
टाँके	टाकीचे	0.98192
सूरज	सूर्य	0.981891
मन	मनात	0.981879
वाहन	वाहनाने	0.981872
सुविधा	``सोयीच्या	0.981852
संख्या	आनायुत्तू	0.981849
साल	साधक	0.981844
मंदिर	मंदिरावर	0.981833
चढ़ाई	चढण	0.981817
मस्‍जिद	मशिदीच्या	0.981814
नाव	नावेनेच	0.981777
शासकों	शासकांमध्ये	0.981749
जंगल	जंगलाला	0.98174
शब्द	शब्दाच्या	0.981724
पक्षों	पक्षांनी	0.981716
अंग्रेजी	इंग्रजी	0.98171
रास्तों	रस्ते	0.981702
पते	पत्ते	0.981689
रथ	रथात	0.981669
इलाके	जुलै	0.981664
रेलवे	रेल्वेमार्ग	0.981657
घाटी	घाटाच्या	0.98164
टैक्सी	टॅक्सी	0.981623
मनोरंजन	मनोरंजना	0.981614
आकृतियाँ	आकृत्यां	0.981597
रात	रात्री	0.981586
वर्ष	वर्षीचा	0.981563
पर्यटन	प्रदेश	0.981557
साधन	साधनाने	0.98155
बस	बससेवा	0.981543
बुद्धा	बुद्ध	0.98152
रिसोर्ट	रिसॉर्ट	0.981518
सेना	इंग्रज-सैनाच्या	0.98151
क्षितिज	क्षितिजाच्या	0.98148
स्मृति	स्मरणार्थ	0.981479
रूप	रोग्याच्या	0.981467
जान	जीव	0.981466
इमारतों	इमारती	0.981462
स्थानों	ठिकाणांची	0.98145
उच्चायोग	उच्चायोगची	0.981435
